Step	State	Value
2897	7	0.1009
2898	7	0.0383
2899	1	0.0424
2900	5	0.0936
2901	5	0.1984
2902	5	0.1245
2903	5	0.0015
2904	5	0.0308
2905	5	0.0285
2906	5	0.1926
2907	5	0.0794
2908	5	0.0766
2909	9	0.0258
2910	8	0.0231
2911	8	0.3399
2912	3	0.0182
2913	3	0.2072
2914	3	0.1016
2915	3	0.0445
2916	3	0.3189
2917	3	0.1382
2918	3	0.0805
2919	3	0.0099
2920	4	0.0143
2921	4	0.0082
2922	9	0.0125
2923	9	0.0585
2924	9	0.0928
2925	9	0.2660
2926	9	0.0391
2927	9	0.2541
2928	9	0.0678
2929	9	0.3360
2930	3	0.0001
2931	3	0.0446
2932	8	0.0770
2933	3	0.0985
2934	2	0.1979
2935	2	0.2235
2936	9	0.0054
2937	9	0.3588
2938	4	0.0897
2939	4	0.1707
2940	4	0.0076
2941	4	0.4609
2942	4	0.1019
2943	6	0.2120
2944	4	0.1209
2945	5	0.0281
2946	5	0.0175
2947	5	0.1078
2948	5	0.1210
2949	5	0.1491
2950	5	0.4655
2951	5	0.0796
2952	1	0.0998
2953	1	0.0238
2954	1	0.2614
2955	0	0.0517
2956	9	0.1469
2957	9	0.0498
2958	9	0.0357
2959	7	0.0745
2960	9	0.0112
2961	9	0.1186
2962	7	0.0452
2963	7	0.3101
2964	1	0.0980
2965	1	0.0957
2966	1	0.0489
2967	1	0.1067
2968	0	0.1123
2969	5	0.0254
2970	5	0.2183
2971	5	0.0904
2972	5	0.0010
2973	9	0.0050
2974	9	0.0282
2975	9	0.0360
2976	9	0.0407
2977	9	0.0954
2978	9	0.0410
2979	9	0.1390
2980	9	0.0341
2981	9	0.0835
2982	9	0.0726
2983	6	0.1144
2984	6	0.0076
2985	7	0.1509
2986	8	0.0743
2987	8	0.0942
2988	8	0.0424
2989	8	0.1827
2990	8	0.0253
2991	4	0.2708
2992	4	0.0132
2993	4	0.0279
2994	4	0.0110
2995	9	0.0528
2996	9	0.0427
2997	9	0.0058
2998	9	0.0200
2999	9	0.0036
3000	7	0.1008
3001	7	0.0235
3002	4	0.0193
3003	4	0.1149
3004	4	0.0633
3005	4	0.0105
3006	4	0.1055
3007	0	0.0273
3008	2	0.0854
3009	2	0.0256
3010	2	0.0632
3011	2	0.0062
3012	3	0.0918
3013	3	0.1099
3014	3	0.1906
3015	3	0.0026
3016	3	0.0716
3017	3	0.0998
3018	3	0.0045
3019	3	0.0218
3020	3	0.1722
3021	3	0.0217
3022	3	0.0393
3023	3	0.0268
3024	6	0.2392
3025	6	0.0838
3026	6	0.0088
3027	6	0.0196
3028	6	0.1356
3029	6	0.0612
3030	6	0.0776
3031	6	0.0065
3032	1	0.1257
3033	1	0.1292
3034	2	0.4924
3035	7	0.0308
3036	7	0.0234
3037	7	0.0323
3038	7	0.2173
3039	7	0.0548
3040	7	0.3238
3041	9	0.0173
3042	0	0.0934
3043	0	0.1295
3044	0	0.0190
3045	0	0.2609
3046	1	0.1072
3047	9	0.1390
3048	9	0.1136
3049	9	0.0126
3050	9	0.0485
3051	9	0.0653
3052	9	0.1812
3053	9	0.0121
3054	9	0.0294
3055	9	0.0709
3056	6	0.0723
3057	6	0.0295
3058	3	0.5039
3059	9	0.0608
3060	4	0.0162
3061	4	0.2059
3062	4	0.0452
3063	4	0.0180
3064	1	0.0085
3065	1	0.1218
3066	1	0.1088
3067	1	0.0048
3068	1	0.2578
3069	1	0.0233
3070	1	0.1185
3071	1	0.0490
3072	1	0.0466
3073	1	0.0377
3074	1	0.0953
3075	2	0.0755
3076	2	0.0148
3077	2	0.0825
3078	2	0.0008
3079	2	0.0762
3080	2	0.7018
3081	2	0.0809
3082	2	0.0521
3083	2	0.0161
3084	2	0.1424
3085	2	0.0694
3086	2	0.0063
3087	5	0.1043
3088	5	0.0733
3089	8	0.1583
3090	4	0.1271
3091	4	0.2153
3092	5	0.1251
3093	5	0.0429
3094	5	0.0173
3095	6	0.1662
3096	5	0.0108
3097	5	0.1697
3098	5	0.3052
3099	8	0.1768
3100	8	0.0378
3101	8	0.0163
3102	8	0.0225
3103	8	0.1635
3104	8	0.1383
3105	8	0.1839
3106	8	0.2391
3107	8	0.0374
3108	8	0.0170
3109	8	0.0407
3110	8	0.0758
3111	4	0.0636
3112	4	0.0686
3113	4	0.0140
3114	4	0.0275
3115	8	0.0162
3116	8	0.0326
3117	8	0.2567
3118	8	0.0092
3119	8	0.0210
3120	8	0.0378
3121	0	0.0347
3122	0	0.1370
3123	0	0.1799
3124	6	0.0293
3125	5	0.0233
3126	5	0.0358
3127	5	0.0525
3128	5	0.3021
3129	5	0.0266
3130	5	0.0678
3131	5	0.1347
3132	5	0.1137
3133	5	0.0273
3134	5	0.0479
3135	5	0.0910
3136	5	0.0600
3137	6	0.2374
3138	6	0.0663
3139	6	0.0087
3140	6	0.2285
3141	6	0.0719
3142	6	0.3217
3143	7	0.4014
3144	7	0.0598
3145	7	0.0100
3146	8	0.0904
3147	8	0.1205
3148	8	0.0671
3149	8	0.0025
3150	8	0.0442
3151	8	0.0804
3152	8	0.0700
3153	8	0.4384
3154	9	0.0208
3155	1	0.1253
3156	1	0.0446
3157	1	0.0322
3158	1	0.0141
3159	1	0.0253
3160	1	0.0634
3161	1	0.0720
3162	1	0.0156
3163	1	0.0389
3164	1	0.0146
3165	1	0.0677
3166	1	0.3260
3167	1	0.0344
3168	1	0.0675
3169	1	0.0583
3170	1	0.0425
3171	1	0.1409
3172	1	0.0458
3173	0	0.0012
3174	0	0.0327
3175	0	0.0071
3176	1	0.0802
3177	1	0.1607
3178	1	0.1531
3179	1	0.0386
3180	7	0.0618
3181	7	0.0519
3182	7	0.1847
3183	7	0.2104
3184	7	0.3315
3185	7	0.5282
3186	7	0.0620
3187	7	0.0002
3188	7	0.1481
3189	0	0.0381
3190	0	0.0287
3191	0	0.1553
3192	3	0.3187
3193	3	0.0668
3194	3	0.1193
3195	4	0.1062
3196	4	0.0934
3197	1	0.0841
3198	1	0.1356
3199	1	0.1464
3200	1	0.1403
3201	2	0.0004
3202	2	0.0710
3203	0	0.0028
3204	0	0.0021
3205	0	0.0383
3206	0	0.1298
3207	0	0.0062
3208	0	0.1146
3209	0	0.0543
3210	0	0.0421
3211	0	0.0737
3212	8	0.0121
3213	2	0.0488
3214	4	0.0740
3215	4	0.0808
3216	4	0.2374
3217	4	0.0651
3218	4	0.0831
3219	4	0.1151
3220	4	0.1868
3221	9	0.1895
3222	9	0.0098
3223	9	0.0281
3224	9	0.0599
3225	9	0.0150
3226	9	0.1288
3227	9	0.1317
3228	9	0.1342
3229	2	0.1161
3230	2	0.0297
3231	2	0.0742
3232	2	0.1554
3233	9	0.0844
3234	9	0.0689
3235	7	0.2590
3236	7	0.0274
3237	7	0.2309
3238	7	0.1132
3239	4	0.0104
3240	3	0.1608
3241	3	0.2372
3242	3	0.2224
3243	3	0.0431
3244	3	0.1363
3245	0	0.2099
3246	9	0.0304
3247	9	0.0166
3248	0	0.0492
3249	1	0.0494
3250	5	0.3242
3251	5	0.0241
3252	5	0.0080
3253	3	0.0753
3254	3	0.0289
3255	3	0.2038
3256	1	0.1963
3257	2	0.0827
3258	2	0.0518
3259	6	0.0462
3260	4	0.2714
3261	4	0.0144
3262	4	0.1014
3263	4	0.0268
3264	0	0.7016
3265	0	0.2273
3266	8	0.2643
3267	3	0.0169
3268	0	0.0244
3269	0	0.1404
3270	0	0.0360
3271	0	0.0713
3272	0	0.0493
3273	0	0.2316
3274	2	0.3423
3275	2	0.2610
3276	6	0.0710
3277	1	0.0092
3278	1	0.0420
3279	1	0.0167
3280	1	0.2813
3281	1	0.0356
3282	5	0.0165
3283	5	0.2033
3284	5	0.0138
3285	5	0.1777
3286	5	0.0265
3287	5	0.0881
3288	5	0.0508
3289	5	0.0517
3290	5	0.1375
3291	5	0.0301
3292	5	0.0484
3293	5	0.0487
3294	5	0.1102
3295	5	0.0059
3296	5	0.0875
3297	5	0.0632
3298	5	0.1648
3299	5	0.0099
3300	7	0.2921
3301	8	0.0448
3302	5	0.0294
3303	7	0.1578
3304	7	0.0545
3305	6	0.0005
3306	5	0.0727
3307	5	0.0524
3308	6	0.0942
3309	6	0.0953
3310	6	0.0387
3311	6	0.2053
3312	7	0.0019
3313	7	0.0993
3314	7	0.1097
3315	7	0.1415
3316	7	0.1028
3317	3	0.1530
3318	6	0.0048
3319	6	0.0774
3320	6	0.1431
3321	6	0.0980
3322	6	0.1635
3323	0	0.0175
3324	0	0.1672
3325	2	0.1135
3326	2	0.0576
3327	2	0.0021
3328	2	0.2092
3329	2	0.0325
3330	2	0.0456
3331	0	0.0151
3332	9	0.0147
3333	9	0.2216
3334	5	0.0672
3335	5	0.1044
3336	5	0.3267
3337	5	0.0720
3338	5	0.0341
3339	5	0.0184
3340	3	0.0578
3341	4	0.0249
3342	5	0.0485
3343	5	0.0391
3344	5	0.2173
3345	5	0.1568
3346	5	0.0980
3347	7	0.0283
3348	7	0.1872
3349	4	0.2782
3350	4	0.0815
3351	4	0.0849
3352	4	0.1863
3353	2	0.0323
3354	2	0.1373
3355	2	0.0250
3356	2	0.0331
3357	2	0.0045
3358	2	0.1137
3359	2	0.2461
3360	2	0.3186
3361	2	0.1639
3362	2	0.0991
3363	1	0.0407
3364	1	0.0196
3365	1	0.1592
3366	1	0.1890
3367	1	0.0279
3368	1	0.0577
3369	1	0.1690
3370	1	0.3082
3371	0	0.0440
3372	0	0.0636
3373	0	0.2226
3374	0	0.1441
3375	3	0.1210
3376	3	0.0700
3377	3	0.0349
3378	3	0.0793
3379	3	0.0898
3380	3	0.2226
3381	3	0.0600
3382	3	0.1359
3383	3	0.0550
3384	3	0.0226
3385	3	0.0434
3386	3	0.0304
3387	3	0.0489
3388	3	0.0101
3389	3	0.2029
3390	5	0.0075
3391	5	0.0852
3392	5	0.0062
3393	6	0.1193
3394	6	0.0666
3395	6	0.0391
3396	6	0.1088
3397	6	0.0111
3398	6	0.0612
3399	6	0.0851
3400	6	0.1414
3401	7	0.1660
3402	0	0.0969
3403	0	0.1351
3404	1	0.0622
3405	1	0.0839
3406	1	0.0179
3407	1	0.0106
3408	1	0.4695
3409	3	0.1752
3410	3	0.0073
3411	3	0.1872
3412	3	0.2426
3413	8	0.0134
3414	8	0.0639
3415	8	0.0015
3416	7	0.0949
3417	7	0.0266
3418	7	0.0008
3419	8	0.2735
3420	8	0.0849
3421	8	0.5712
3422	8	0.0998
3423	3	0.3029
3424	3	0.2209
3425	3	0.0094
3426	8	0.2488
3427	8	0.1169
3428	8	0.2114
3429	8	0.0206
3430	8	0.0702
3431	6	0.0839
3432	3	0.0020
3433	4	0.0406
3434	0	0.1445
3435	0	0.0692
3436	0	0.1438
3437	0	0.0057
3438	0	0.0896
3439	0	0.0000
3440	0	0.1519
3441	0	0.0569
3442	0	0.0019
3443	0	0.0729
3444	6	0.2583
3445	6	0.0275
3446	6	0.2296
3447	6	0.0762
3448	7	0.0911
3449	7	0.2906
3450	7	0.0131
3451	7	0.1151
3452	7	0.2668
3453	7	0.0309
3454	7	0.1358
3455	7	0.4437
3456	7	0.0438
3457	7	0.0232
3458	7	0.0767
3459	7	0.0310
3460	7	0.0542
3461	7	0.2097
3462	7	0.0362
3463	7	0.0259
3464	7	0.0306
3465	5	0.0285
3466	5	0.0944
3467	7	0.0305
3468	7	0.1084
3469	7	0.0050
3470	7	0.1555
3471	1	0.2427
3472	1	0.0610
3473	1	0.0711
3474	9	0.1799
3475	9	0.0579
3476	7	0.0315
3477	7	0.0820
3478	7	0.1257
3479	7	0.0624
3480	9	0.3003
3481	9	0.0439
3482	9	0.1001
3483	9	0.0093
3484	8	0.0144
3485	4	0.1150
3486	7	0.0190
3487	7	0.0053
3488	7	0.1221
3489	7	0.0943
3490	7	0.0394
3491	1	0.1511
3492	1	0.0435
3493	1	0.0171
3494	1	0.0117
3495	1	0.0031
3496	1	0.0390
3497	1	0.0957
3498	8	0.4884
3499	8	0.0265
3500	4	0.1817
3501	6	0.0042
3502	0	0.0693
3503	0	0.0999
3504	0	0.1056
3505	0	0.1308
3506	8	0.0323
3507	8	0.0826
3508	8	0.1785
3509	8	0.1158
3510	8	0.0402
3511	8	0.5059
3512	8	0.0097
3513	8	0.0910
3514	2	0.0364
3515	4	0.0236
3516	4	0.1330
3517	4	0.0151
3518	4	0.0422
3519	4	0.0552
3520	9	0.5940
3521	3	0.3162
3522	3	0.1047
3523	3	0.2247
3524	3	0.0258
3525	3	0.0532
3526	3	0.0336
3527	3	0.0224
3528	3	0.0005
3529	4	0.0618
3530	4	0.0963
3531	4	0.0591
3532	4	0.2469
3533	4	0.0853
3534	4	0.0430
3535	9	0.0278
3536	9	0.0145
3537	5	0.0961
3538	5	0.1250
3539	5	0.0290
3540	7	0.0079
3541	7	0.0674
3542	7	0.0061
3543	7	0.1326
3544	2	0.0651
3545	2	0.0468
3546	2	0.1922
3547	3	0.0571
3548	3	0.0504
3549	9	0.0015
3550	9	0.4470
3551	7	0.0085
3552	4	0.0607
3553	4	0.2317
3554	4	0.0221
3555	4	0.0098
3556	4	0.1651
3557	4	0.0999
3558	5	0.0306
3559	5	0.2620
3560	5	0.0792
3561	5	0.1745
3562	5	0.0113
3563	5	0.0169
3564	5	0.0292
3565	5	0.0271
3566	5	0.0557
3567	5	0.0452
3568	6	0.0007
3569	6	0.0033
3570	6	0.0525
3571	4	0.0650
3572	4	0.1225
3573	3	0.0073
3574	8	0.0617
3575	9	0.1208
3576	9	0.0344
3577	9	0.0500
3578	9	0.1483
3579	9	0.2243
3580	0	0.1258
3581	0	0.0301
3582	0	0.0588
3583	0	0.0007
3584	0	0.2098
3585	0	0.1064
3586	0	0.0180
3587	0	0.0675
3588	5	0.0255
3589	5	0.1770
3590	5	0.0807
3591	5	0.1143
3592	5	0.0040
3593	2	0.0265
3594	3	0.0949
3595	3	0.1770
3596	3	0.0286
3597	2	0.0609
3598	2	0.1215
3599	2	0.0144
3600	2	0.0696
3601	3	0.1923
3602	3	0.2383
3603	3	0.0750
3604	3	0.2245
3605	3	0.1660
3606	3	0.2064
3607	3	0.0328
3608	6	0.0802
3609	6	0.1270
3610	5	0.0998
3611	5	0.0648
3612	6	0.0986
3613	7	0.0825
3614	7	0.0487
3615	7	0.2255
3616	7	0.0645
3617	7	0.0781
3618	7	0.0081
3619	1	0.0707
3620	8	0.0531
3621	8	0.0531
3622	8	0.1576
3623	8	0.0207
3624	8	0.0213
3625	8	0.0680
3626	8	0.0584
3627	9	0.1179
3628	0	0.2182
3629	0	0.0484
3630	0	0.2737
3631	0	0.0156
3632	0	0.0013
3633	0	0.1527
3634	0	0.1362
3635	0	0.0060
3636	0	0.0898
3637	0	0.0558
3638	0	0.0162
3639	0	0.1258
3640	0	0.0715
3641	0	0.0168
3642	8	0.0176
3643	8	0.0003
3644	1	0.0089
3645	1	0.0374
3646	0	0.1075
3647	0	0.0552
3648	0	0.0142
3649	0	0.1428
3650	5	0.0659
3651	5	0.0016
3652	2	0.0329
3653	2	0.0590
3654	2	0.0048
3655	2	0.1458
3656	2	0.0439
3657	7	0.0695
3658	7	0.1427
3659	7	0.0819
3660	7	0.2165
3661	7	0.1962
3662	7	0.0380
3663	7	0.0227
3664	7	0.0649
3665	8	0.0379
3666	9	0.1486
3667	9	0.0016
3668	0	0.1473
3669	0	0.0646
3670	3	0.0953
3671	3	0.0459
3672	8	0.0163
3673	8	0.0646
3674	8	0.0451
3675	0	0.1378
3676	0	0.2209
3677	0	0.1515
3678	0	0.2096
3679	9	0.1043
3680	9	0.2734
3681	9	0.0357
3682	9	0.0336
3683	9	0.1396
3684	0	0.1491
3685	0	0.1995
3686	0	0.0611
3687	0	0.0421
3688	0	0.0089
3689	3	0.0713
3690	3	0.1829
3691	3	0.1164
3692	3	0.1898
3693	3	0.2581
3694	3	0.0578
3695	3	0.0069
3696	3	0.0741
3697	3	0.0072
3698	4	0.1141
3699	4	0.1916
3700	4	0.0036
3701	4	0.1767
3702	4	0.2738
3703	4	0.0093
3704	0	0.3737
3705	0	0.0623
3706	3	0.1864
3707	3	0.0770
3708	3	0.0928
3709	3	0.0529
3710	1	0.0018
3711	1	0.0519
3712	1	0.1824
3713	1	0.0416
3714	1	0.0340
3715	1	0.3151
3716	1	0.2278
3717	2	0.1662
3718	4	0.2931
3719	6	0.1880
3720	7	0.0677
3721	7	0.1326
3722	7	0.0594
3723	7	0.0015
3724	1	0.1274
3725	1	0.0081
3726	2	0.2266
3727	2	0.0317
3728	2	0.2957
3729	2	0.0274
3730	2	0.1586
3731	2	0.0808
3732	2	0.3638
3733	2	0.0727
3734	7	0.0290
3735	7	0.1833
3736	7	0.1084
3737	7	0.0066
3738	3	0.1778
3739	2	0.0156
3740	2	0.0700
3741	2	0.0325
3742	2	0.1207
3743	2	0.0128
3744	2	0.0163
3745	2	0.2085
3746	7	0.0806
3747	7	0.0991
3748	7	0.1519
3749	4	0.0583
3750	0	0.0682
3751	0	0.1449
3752	0	0.1848
3753	4	0.0287
3754	4	0.2345
3755	4	0.0235
3756	4	0.0949
3757	4	0.1587
3758	4	0.0025
3759	6	0.2943
3760	5	0.0313
3761	5	0.0120
3762	5	0.0276
3763	5	0.0412
3764	0	0.2067
3765	2	0.0041
3766	2	0.0045
3767	3	0.0715
3768	6	0.0990
3769	6	0.0803
3770	6	0.0154
3771	6	0.2607
3772	6	0.0272
3773	6	0.0053
3774	6	0.0991
3775	9	0.0573
3776	9	0.1703
3777	9	0.1229
3778	0	0.0330
3779	0	0.0069
3780	0	0.1668
3781	0	0.0717
3782	5	0.2390
3783	0	0.1338
3784	0	0.1465
3785	0	0.0054
3786	6	0.0034
3787	9	0.1073
3788	7	0.1188
3789	7	0.0761
3790	7	0.1223
3791	8	0.0230
3792	8	0.0708
3793	8	0.0846
3794	8	0.2872
3795	8	0.2661
3796	8	0.1355
3797	8	0.0926
3798	8	0.0600
3799	8	0.0190
3800	7	0.0957
3801	7	0.0124
3802	7	0.0224
3803	7	0.2472
3804	7	0.0648
3805	7	0.0229
3806	5	0.0518
3807	5	0.1176
3808	6	0.0376
3809	6	0.1163
3810	6	0.2179
3811	6	0.6788
3812	6	0.0046
3813	6	0.0309
3814	6	0.2676
3815	6	0.1224
3816	6	0.1082
3817	6	0.0205
3818	6	0.0890
3819	3	0.1378
3820	1	0.0779
3821	8	0.0263
3822	8	0.0437
3823	8	0.1846
3824	8	0.0184
3825	8	0.2448
3826	1	0.0141
3827	6	0.1124
3828	5	0.0716
3829	7	0.1107
3830	7	0.0461
3831	7	0.3710
3832	0	0.0203
3833	0	0.2115
3834	2	0.0296
3835	2	0.1747
3836	3	0.0841
3837	1	0.1311
3838	7	0.3375
3839	7	0.0863
3840	4	0.0089
3841	4	0.0201
3842	4	0.0506
3843	5	0.0498
3844	6	0.1544
3845	1	0.0413
3846	1	0.0548
3847	1	0.0187
3848	1	0.0636
3849	1	0.0459
3850	1	0.1103
3851	1	0.0721
3852	1	0.0272
3853	1	0.0153
3854	1	0.1621
3855	1	0.0406
3856	6	0.0221
3857	6	0.0102
3858	6	0.0451
3859	6	0.0679
3860	4	0.0778
3861	5	0.0344
3862	8	0.0142
3863	8	0.0814
3864	8	0.0704
3865	8	0.0385
3866	5	0.0109
3867	5	0.0501
3868	5	0.0062
3869	5	0.0779
3870	6	0.0281
3871	6	0.1360
3872	6	0.0477
3873	6	0.0028
3874	6	0.0386
3875	6	0.2102
3876	6	0.0417
3877	5	0.1659
3878	5	0.0977
3879	5	0.0067
3880	3	0.0323
3881	3	0.0336
3882	3	0.0232
3883	3	0.1259
3884	3	0.0227
3885	3	0.0130
3886	3	0.0121
3887	5	0.2158
3888	5	0.1196
3889	6	0.0253
3890	0	0.0557
3891	0	0.2003
3892	1	0.0302
3893	1	0.0262
3894	5	0.0024
3895	5	0.5225
3896	5	0.1130
3897	5	0.1125
3898	6	0.2994
3899	6	0.0153
3900	4	0.1003
3901	4	0.0907
3902	4	0.0129
3903	4	0.0263
3904	4	0.0484
3905	4	0.1745
3906	4	0.0798
3907	4	0.0838
3908	4	0.0434
3909	4	0.1147
3910	4	0.0086
3911	4	0.1115
3912	4	0.2993
3913	4	0.1008
3914	6	0.1284
3915	6	0.0046
3916	6	0.0032
3917	6	0.0092
3918	5	0.0115
3919	5	0.3328
3920	5	0.1467
3921	5	0.0346
3922	5	0.0635
3923	6	0.0119
3924	6	0.1040
3925	6	0.0207
3926	6	0.0625
3927	6	0.0656
3928	6	0.0212
3929	3	0.0366
3930	6	0.2119
3931	6	0.0296
3932	7	0.4064
3933	7	0.0060
3934	2	0.1078
3935	0	0.0869
3936	0	0.1649
3937	5	0.1321
3938	5	0.1278
3939	5	0.0087
3940	5	0.1001
3941	5	0.0085
3942	2	0.0129
3943	2	0.0692
3944	2	0.1103
3945	3	0.0245
3946	3	0.0158
3947	3	0.0599
3948	3	0.1671
3949	3	0.0245
3950	3	0.0752
3951	4	0.2160
3952	4	0.1080
3953	4	0.0918
3954	4	0.0603
3955	4	0.1325
3956	2	0.2942
3957	3	0.0180
3958	2	0.0463
3959	2	0.0472
3960	0	0.0615
3961	0	0.0853
3962	0	0.0057
3963	0	0.1307
3964	5	0.0742
3965	7	0.0398
3966	1	0.1325
3967	1	0.0467
3968	1	0.1711
3969	8	0.1430
3970	8	0.1043
3971	8	0.0420
3972	8	0.0354
3973	8	0.1070
3974	8	0.0175
3975	0	0.1191
3976	0	0.0958
3977	0	0.0241
3978	0	0.0326
3979	7	0.0763
3980	7	0.2106
3981	7	0.1831
3982	7	0.0061
3983	6	0.4483
3984	6	0.0188
3985	6	0.0149
3986	6	0.0263
3987	6	0.0517
3988	6	0.3844
3989	1	0.0206
3990	1	0.0079
3991	5	0.1403
3992	5	0.0147
3993	8	0.0441
3994	8	0.2300
3995	8	0.0230
3996	8	0.1344
3997	1	0.0476
3998	3	0.0282
3999	3	0.1115
4000	3	0.0114
4001	4	0.0258
4002	4	0.0333
4003	4	0.1977
4004	4	0.1140
4005	1	0.0506
4006	2	0.2523
4007	2	0.0581
4008	1	0.0110
4009	2	0.0627
4010	9	0.1124
4011	9	0.1491
4012	9	0.1226
4013	3	0.0223
4014	8	0.0718
4015	8	0.0447
4016	8	0.1117
4017	8	0.3002
4018	9	0.0232
4019	9	0.0231
4020	9	0.1909
4021	9	0.1007
4022	9	0.1363
4023	1	0.1718
4024	4	0.1953
4025	4	0.1867
4026	4	0.2860
4027	4	0.2665
4028	4	0.1431
4029	4	0.0895
4030	4	0.4538
4031	8	0.2125
4032	8	0.0753
4033	8	0.0938
4034	8	0.1011
4035	8	0.0951
4036	8	0.0525
4037	7	0.0282
4038	4	0.0367
4039	1	0.4293
4040	1	0.0416
4041	4	0.1160
4042	4	0.0585
4043	4	0.2542
4044	4	0.1343
4045	4	0.0621
4046	4	0.0602
4047	4	0.0483
4048	9	0.0176
4049	9	0.1222
4050	9	0.1578
4051	9	0.0318
4052	5	0.0801
4053	5	0.0416
4054	5	0.0859
4055	5	0.0007
4056	6	0.0163
4057	6	0.0206
4058	6	0.0358
4059	3	0.1541
4060	1	0.0947
4061	1	0.1421
4062	1	0.0864
4063	1	0.0027
4064	2	0.0123
4065	2	0.0752
4066	6	0.0036
4067	6	0.0102
4068	6	0.0369
4069	6	0.0571
4070	6	0.1426
4071	6	0.1551
4072	7	0.0136
4073	8	0.0684
4074	8	0.0073
4075	8	0.0614
4076	8	0.0725
4077	6	0.1331
4078	2	0.0421
4079	2	0.1721
4080	2	0.0669
4081	2	0.0448
4082	2	0.0144
4083	2	0.0105
4084	2	0.2199
4085	2	0.0381
4086	2	0.3417
4087	2	0.0797
4088	2	0.0067
4089	1	0.0732
4090	1	0.0371
4091	8	0.1681
4092	8	0.0196
4093	8	0.2341
4094	8	0.0357
4095	8	0.3556
4096	8	0.0060
4097	8	0.0357
4098	6	0.1534
4099	6	0.1001
4100	6	0.2605
4101	8	0.0370
4102	8	0.0038
4103	8	0.3966
4104	3	0.2189
4105	3	0.0270
4106	3	0.0629
4107	1	0.0008
4108	1	0.0887
4109	6	0.0170
4110	6	0.0996
4111	4	0.1092
4112	4	0.0609
4113	8	0.2090
4114	7	0.0439
4115	7	0.2297
4116	7	0.0588
4117	6	0.0181
4118	6	0.0054
4119	4	0.0873
4120	7	0.1029
4121	7	0.0138
4122	3	0.1945
4123	3	0.1359
4124	3	0.0044
4125	6	0.0385
4126	6	0.0017
4127	9	0.0438
4128	9	0.2716
4129	6	0.1219
4130	6	0.1302
4131	6	0.0826
4132	5	0.1618
4133	5	0.1035
4134	5	0.2021
4135	5	0.1558
4136	5	0.0027
4137	7	0.0931
4138	7	0.0048
4139	7	0.0385
4140	2	0.0267
4141	2	0.1434
4142	2	0.0946
4143	2	0.1280
4144	2	0.0408
4145	2	0.1741
4146	1	0.0012
4147	1	0.0248
4148	3	0.0104
4149	5	0.1086
4150	8	0.0077
4151	8	0.0629
4152	3	0.0442
4153	2	0.3949
4154	2	0.0520
4155	2	0.0679
4156	2	0.2654
4157	2	0.2158
4158	2	0.0441
4159	2	0.0075
4160	2	0.0014
4161	6	0.1356
4162	0	0.0317
4163	8	0.1818
4164	8	0.1689
4165	8	0.0402
4166	8	0.2733
4167	8	0.4171
4168	8	0.1935
4169	9	0.1172
4170	7	0.0304
4171	5	0.2196
4172	5	0.0549
4173	5	0.1287
4174	5	0.0458
4175	5	0.0613
4176	5	0.1160
4177	5	0.0521
4178	8	0.0159
4179	7	0.0385
4180	8	0.1313
4181	8	0.1857
4182	8	0.0574
4183	8	0.2924
4184	8	0.1566
4185	8	0.0780
4186	1	0.1643
4187	1	0.0266
4188	1	0.0211
4189	8	0.4660
4190	8	0.1365
4191	8	0.2678
4192	8	0.1020
4193	8	0.0470
4194	8	0.0846
4195	8	0.1346
4196	8	0.0407
4197	8	0.3038
4198	8	0.0514
4199	8	0.0048
4200	6	0.0751
4201	6	0.0264
4202	6	0.0005
4203	6	0.0799
4204	6	0.0535
4205	6	0.1384
4206	4	0.3875
4207	4	0.0857
4208	4	0.0004
4209	8	0.0503
4210	8	0.1005
4211	4	0.2003
4212	8	0.1222
4213	8	0.1296
4214	3	0.1239
4215	3	0.0336
4216	3	0.0438
4217	3	0.0817
4218	3	0.3601
4219	3	0.0807
4220	3	0.1017
4221	3	0.0766
4222	3	0.3437
4223	3	0.0256
4224	8	0.0044
4225	8	0.0786
4226	8	0.1365
4227	8	0.1007
4228	8	0.0241
4229	8	0.0782
4230	8	0.0128
4231	8	0.0159
4232	8	0.0407
4233	8	0.1772
4234	8	0.1613
4235	8	0.1165
4236	8	0.1117
4237	7	0.0041
4238	7	0.0382
4239	7	0.0939
4240	7	0.2124
4241	4	0.0027
4242	4	0.0795
4243	4	0.0059
4244	4	0.0007
4245	4	0.1129
4246	4	0.0541
4247	4	0.0918
4248	4	0.0732
4249	4	0.0048
4250	4	0.1611
4251	4	0.1362
4252	4	0.2890
4253	4	0.0104
4254	4	0.0043
4255	4	0.0959
4256	7	0.1883
4257	7	0.0777
4258	7	0.0353
4259	7	0.0155
4260	7	0.0208
4261	7	0.0565
4262	7	0.1007
4263	0	0.0425
4264	0	0.0595
4265	0	0.0612
4266	0	0.0127
4267	0	0.1230
4268	0	0.3586
4269	3	0.0384
4270	0	0.0704
4271	7	0.2710
4272	7	0.0845
4273	7	0.1334
4274	7	0.0059
4275	7	0.0178
4276	7	0.1177
4277	7	0.1862
4278	7	0.0956
4279	6	0.0624
4280	1	0.0860
4281	7	0.0352
4282	7	0.0112
4283	9	0.1401
4284	1	0.1610
4285	1	0.0093
4286	1	0.4799
4287	0	0.1038
4288	0	0.0672
4289	0	0.0545
4290	0	0.0286
4291	0	0.1553
4292	7	0.0182
4293	7	0.0289
4294	7	0.1669
4295	7	0.1787
